image_id,label,image_path,parent_id,pixel_bounds
patch-3276-2639-3367-2730-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-3276-2639-3367-2730-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(3276, 2639, 3367, 2730)"
patch-3367-2821-3458-2912-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-3367-2821-3458-2912-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(3367, 2821, 3458, 2912)"
patch-3458-1365-3549-1456-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-3458-1365-3549-1456-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(3458, 1365, 3549, 1456)"
patch-3458-2275-3549-2366-#sheet_0364_HILLEGOM_1878_georef.tif#.png,individual_buildings,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-3458-2275-3549-2366-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(3458, 2275, 3549, 2366)"
patch-3549-728-3640-819-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-3549-728-3640-819-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(3549, 728, 3640, 819)"
patch-3549-1729-3640-1820-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-3549-1729-3640-1820-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(3549, 1729, 3640, 1820)"
patch-3549-2548-3640-2639-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-3549-2548-3640-2639-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(3549, 2548, 3640, 2639)"
patch-3549-2639-3640-2730-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-3549-2639-3640-2730-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(3549, 2639, 3640, 2730)"
patch-3640-1547-3731-1638-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-3640-1547-3731-1638-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(3640, 1547, 3731, 1638)"
patch-3640-2275-3731-2366-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-3640-2275-3731-2366-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(3640, 2275, 3731, 2366)"
patch-3731-0-3822-91-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-3731-0-3822-91-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(3731, 0, 3822, 91)"
patch-3731-2184-3822-2275-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-3731-2184-3822-2275-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(3731, 2184, 3822, 2275)"
patch-3731-2639-3822-2730-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-3731-2639-3822-2730-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(3731, 2639, 3822, 2730)"
patch-3731-2821-3822-2912-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-3731-2821-3822-2912-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(3731, 2821, 3822, 2912)"
patch-3822-2093-3913-2184-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-3822-2093-3913-2184-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(3822, 2093, 3913, 2184)"
patch-3822-2275-3913-2366-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-3822-2275-3913-2366-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(3822, 2275, 3913, 2366)"
patch-3822-2366-3913-2457-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-3822-2366-3913-2457-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(3822, 2366, 3913, 2457)"
patch-3913-2093-4004-2184-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-3913-2093-4004-2184-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(3913, 2093, 4004, 2184)"
patch-3913-2184-4004-2275-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-3913-2184-4004-2275-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(3913, 2184, 4004, 2275)"
patch-3913-2275-4004-2366-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-3913-2275-4004-2366-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(3913, 2275, 4004, 2366)"
patch-3913-2366-4004-2457-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-3913-2366-4004-2457-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(3913, 2366, 4004, 2457)"
patch-4004-728-4095-819-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4004-728-4095-819-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4004, 728, 4095, 819)"
patch-4004-1820-4095-1911-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4004-1820-4095-1911-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4004, 1820, 4095, 1911)"
patch-4004-2093-4095-2184-#sheet_0364_HILLEGOM_1878_georef.tif#.png,individual_buildings,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4004-2093-4095-2184-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4004, 2093, 4095, 2184)"
patch-4004-2275-4095-2366-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4004-2275-4095-2366-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4004, 2275, 4095, 2366)"
patch-4004-2366-4095-2457-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4004-2366-4095-2457-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4004, 2366, 4095, 2457)"
patch-4004-2548-4095-2639-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4004-2548-4095-2639-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4004, 2548, 4095, 2639)"
patch-4004-2639-4095-2730-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4004-2639-4095-2730-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4004, 2639, 4095, 2730)"
patch-4095-2093-4186-2184-#sheet_0364_HILLEGOM_1878_georef.tif#.png,individual_buildings,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4095-2093-4186-2184-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4095, 2093, 4186, 2184)"
patch-4095-2184-4186-2275-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4095-2184-4186-2275-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4095, 2184, 4186, 2275)"
patch-4095-2275-4186-2366-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4095-2275-4186-2366-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4095, 2275, 4186, 2366)"
patch-4095-2548-4186-2639-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4095-2548-4186-2639-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4095, 2548, 4186, 2639)"
patch-4186-182-4277-273-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4186-182-4277-273-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4186, 182, 4277, 273)"
patch-4186-455-4277-546-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4186-455-4277-546-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4186, 455, 4277, 546)"
patch-4186-1365-4277-1456-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4186-1365-4277-1456-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4186, 1365, 4277, 1456)"
patch-4186-1820-4277-1911-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4186-1820-4277-1911-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4186, 1820, 4277, 1911)"
patch-4186-1911-4277-2002-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4186-1911-4277-2002-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4186, 1911, 4277, 2002)"
patch-4186-2093-4277-2184-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4186-2093-4277-2184-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4186, 2093, 4277, 2184)"
patch-4186-2184-4277-2275-#sheet_0364_HILLEGOM_1878_georef.tif#.png,individual_buildings,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4186-2184-4277-2275-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4186, 2184, 4277, 2275)"
patch-4186-2548-4277-2639-#sheet_0364_HILLEGOM_1878_georef.tif#.png,individual_buildings,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4186-2548-4277-2639-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4186, 2548, 4277, 2639)"
patch-4277-91-4368-182-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4277-91-4368-182-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4277, 91, 4368, 182)"
patch-4277-1456-4368-1547-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4277-1456-4368-1547-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4277, 1456, 4368, 1547)"
patch-4277-2002-4368-2093-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4277-2002-4368-2093-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4277, 2002, 4368, 2093)"
patch-4277-2093-4368-2184-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4277-2093-4368-2184-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4277, 2093, 4368, 2184)"
patch-4277-2275-4368-2366-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4277-2275-4368-2366-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4277, 2275, 4368, 2366)"
patch-4277-2366-4368-2457-#sheet_0364_HILLEGOM_1878_georef.tif#.png,individual_buildings,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4277-2366-4368-2457-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4277, 2366, 4368, 2457)"
patch-4368-1001-4459-1092-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4368-1001-4459-1092-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4368, 1001, 4459, 1092)"
patch-4368-1183-4459-1274-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4368-1183-4459-1274-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4368, 1183, 4459, 1274)"
patch-4368-1274-4459-1365-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4368-1274-4459-1365-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4368, 1274, 4459, 1365)"
patch-4368-1911-4459-2002-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4368-1911-4459-2002-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4368, 1911, 4459, 2002)"
patch-4368-2184-4459-2275-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4368-2184-4459-2275-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4368, 2184, 4459, 2275)"
patch-4368-2275-4459-2366-#sheet_0364_HILLEGOM_1878_georef.tif#.png,individual_buildings,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4368-2275-4459-2366-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4368, 2275, 4459, 2366)"
patch-4368-2821-4459-2912-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4368-2821-4459-2912-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4368, 2821, 4459, 2912)"
patch-4459-273-4550-364-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4459-273-4550-364-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4459, 273, 4550, 364)"
patch-4459-1092-4550-1183-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4459-1092-4550-1183-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4459, 1092, 4550, 1183)"
patch-4459-2002-4550-2093-#sheet_0364_HILLEGOM_1878_georef.tif#.png,individual_buildings,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4459-2002-4550-2093-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4459, 2002, 4550, 2093)"
patch-4459-2184-4550-2275-#sheet_0364_HILLEGOM_1878_georef.tif#.png,no,c:\Users\ahhutama\VSCodeProjects\geo2021_dev\mapreader_bonnebladen\classification_bonne_zuidholland\patches\patch-4459-2184-4550-2275-#sheet_0364_HILLEGOM_1878_georef.tif#.png,sheet_0364_HILLEGOM_1878_georef.tif,"(4459, 2184, 4550, 2275)"
